bpm,loudness,year,title
219.518,-8.259,2005,Unholy Outburst #3
94.085,-16.313,0,You Better Look Out
82.856,-13.353,0,In John Fahey There Is No East or West (feat. John Doan)
86.658,-9.447,0,Nu Ren Ben Se
124.985,-9.915,2009,In Progress (Original Mix)
87.635,-7.335,0,Big John's A-Blowin'
110.17,-7.581,0,Papi Chulo (Extended Mix)
167.984,-6.488,0,Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.
149.917,-4.757,2002,Harder To Breathe
182.756,-9.277,0,From Tense To Loose To Slack
152.168,-8.275,1998,Disco Jonki
130.164,-8.339,0,Electron libre
218.681,-12.192,0,Five For Ellis
63.295,-20.251,0,Padam padam
120.051,-8.76,0,Campeones De La Vida
112.719,-10.958,1985,Cold Shot
95.32,-13.679,0,Simple Lullaby (Do Maj)
89.689,-6.371,0,Cendrier
117.993,-7.625,0,Any Way You Want Me To
106.719,-13.202,0,Playing In The Dirt
158.327,-4.08,2006,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton)
93.618,-12.495,0,Stop The World And Let Me Off
74.811,-20.491,0,Thank You
158.857,-9.903,0,Its Cool
168.527,-15.689,0,Nastaran
102.02,-26.675,0,Voyagers - Improvisation 12
52.054,-14.645,0,Chega De Sausade
200.826,-5.434,2004,Tumba Randy
96.775,-20.02,0,La Traviata - highlights (1990 Digital Remaster): Ah_ non più (Alfredo/Violetta)
93.951,-11.36,1992,This Is A Gang
124.136,-10.44,1998,Purple Pygmies
84.619,-12.078,0,Gözlerinde Hüzün
65.64,-19.547,0,Mathilda
110.076,-10.208,1993,Hey Joe
109.748,-6.179,0,Ai Ji Mei Gui 1000 Da
187.46,-6.479,0,Nudez
124.893,-13.414,0,Lazy Day
101.241,-9.024,1992,My God  (Audio Adrenaline Album Version)
87.001,-9.894,1997,Green And Blue
101.526,-8.023,1991,The Possibilities of Loving You
177.255,-4.561,2003,Antes (Salsa Version)
83.108,-3.086,2001,Puritania
120.002,-9.737,0,Sans ton amour
135.386,-7.89,0,I Am The Curse (Duties Demo)
161.387,-24.399,0,Tropical Nights
175.628,-9.351,0,Pound a Weed
115.196,-10.703,0,baby Wayo
200.039,-9.514,0,San Agustin
87.785,-4.118,2006,Popovic
116.521,-10.654,0,This World Is Not My Home
158.242,-8.28,1998,"Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)"
108.498,-12.675,1960,I've Got You Under My Skin
96.931,-8.127,1977,The Ram And The Scorpio
148.105,-10.905,0,Tango de la Flor (Album Version)
85.952,-12.547,0,Everybody's boppin'
130.77,-36.037,0,We Are One Light
108.162,-11.968,2007,Ode To Billie Joe  (Live @ Fillmore West)
92.482,-6.388,0,I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav)
119.394,-6.607,0,Michael & His Slipper Tree '93
86.28,-13.615,0,Swan Lake
141.358,-10.745,0,LAIVAMATKA WC:SSÄ
80.129,-12.964,0,I'm Not Afraid When I'm With You
100.022,-8.533,0,Mighty Army Band
108.103,-9.931,1990,Swinging On A Star
125.999,-6.751,2006,You Got Me (The Juan Maclean Dub)
124.648,-11.651,1993,Hey Joe
130.975,-24.774,1990,Circle Round The Moon
144.474,-11.024,0,A Fistful Of Dollars (1994 Digital Remaster)
87.321,-19.271,0,Essa Marie
77.081,-22.255,0,Playboy Foundation
71.337,-14.322,1973,Follow Me Up To Carlow
119.981,-5.808,2005,Lies
192.668,-3.154,2003,In My Bed
180.012,-6.149,2002,Boomerang (Reprise)
135.397,-15.975,0,Hispaniola A
118.509,-10.167,2006,Down On My Knees
104.32,-15.857,0,The Imperial March from The Empire Strikes Back
128.769,-6.487,0,Mr Big Man
100.648,-8.486,1973,Morning Glow
120.923,-18.697,0,The Wedding Samba
157.751,-4.031,2006,Supreme Girl
54.398,-10.813,1967,Matilda Mother (Stereo) (2007 Remaster)
125.026,-8.328,2002,Slavinka
130.319,-22.785,0,Caro! (Colline/Rodolfo/Schaunard/Children/Townspeople/Musetta) (1998 Digital Remaster)
62.216,-20.42,1998,El Greco: Movement III
202.179,-9.181,0,Youth Club Dance (Demo)
119.074,-14.6,2002,Party
97.982,-7.421,2003,Baila Girl_ Todo Hombre Llorando Por Ti
135.599,-11.47,1975,Little Latin Lupe Lu
134.115,-5.538,2001,Rain Down On Me
119.864,-11.905,0,You'll Know Where Your Plane Is... (Part 4)
96.004,-6.793,0,Pi Jiu Pao Pao (Beer Bubbles)
83.226,-6.615,0,Stinky Breath
125.241,-13.856,1989,African Typic Collection
138.039,-11.999,1979,Down the Line
124.193,-11.318,0,La maison ou j'ai grandi
82.654,-13.178,0,Tired Of You Clowning
167.905,-4.638,2008,Anywhere Anytime
196.096,-7.667,0,Hallelujah [Club Mix - Remastered version]
104.0,-9.044,0,No Te Apartes De Mi
124.391,-18.7,1964,Corcovado
156.917,-6.611,2008,Red Socks Pugie
129.418,-13.057,0,War Of The Worlds
152.448,-11.881,1972,Ain't No Sunshine
119.06,-9.695,2005,I Want You (Album Version)
130.119,-5.881,0,Sarah Palin {I Wanna Lay Pipe} [Remix]
143.031,-21.852,2001,Going Back To Memphis
97.997,-11.222,0,Bumbo Red
58.135,-2.775,2007,Cleo's Mood
95.988,-13.5,0,Test 72
83.942,-5.619,0,Deportees
185.598,-9.874,0,Irish Medley - Jigs
80.008,-18.018,2005,Why Should I Cry For You
140.119,-4.825,2008,Bang! Bang!
169.714,-12.99,0,It's Different - Original
89.485,-5.493,2006,Kickstart My Heart (Album Version)
174.628,-11.947,1977,You Beat The Hell Outta Me
228.461,-7.961,2005,Oye
98.533,-3.148,0,Parola di faliero
95.321,-5.666,0,Climax
70.1,-28.327,0,Menuet in the Name of Haydn
108.787,-15.416,0,Las Hermanas Granaditas
148.57,-8.216,0,Mikä mun päässä nykii
160.343,-15.665,0,Dans cette nuit j'ai envie de me perdre
115.861,-5.727,0,I Applaud You  (LP Version)
156.868,-13.08,0,Can't Find My Sadie
180.733,-5.085,0,Sweet Little Sixteen
142.367,-7.556,0,Midnight
144.722,-8.806,0,Dame Tu Carino
92.643,-9.825,0,Rain Keeps Falling Down
123.586,-8.504,0,Behind The Line Of Grace
90.0,-10.156,0,Love Alone
93.22,-12.178,0,Cuenta Conmigo
105.169,-18.299,0,We Played A Game
103.995,-3.96,0,Il rosso
97.001,-9.917,0,Lonley
97.958,-6.953,0,Happy
130.042,-10.543,0,El Amor De Mi Vida
120.085,-6.991,2010,Parasitic Twins
106.479,-16.536,0,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement
103.755,-9.182,0,Te Fuiste En Abril
126.649,-6.514,0,Dream State
95.585,-6.404,0,It Ain't A Problem
156.804,-11.877,1994,Yellow Brick Road
93.037,-4.936,2007,Albo
154.783,-12.965,2003,Where Does Rosie Go?
91.767,-4.006,0,Ihr hated nur (P-Dog Remix)
96.02,-7.843,2008,Fuckaz
129.977,-7.352,0,Kyotronics
156.371,-12.209,0,Y'a d'l'abus
109.984,-4.336,2004,Rock Tha Party
129.988,-10.925,0,A Puro Dolor
158.913,-9.325,2006,Castle of KoFW
71.285,-15.585,1994,The Phantom Of The Opera/Wishing You Were Somehow Here Again
129.151,-9.086,0,Vine Pa'echar Candela
93.975,-9.94,0,Peace With Myself
82.286,-22.166,1991,When Love Dies
98.028,-6.109,2006,Politrix
129.871,-9.396,0,Soca Mi Nice
151.064,-13.525,0,Never Know What You Can Do (Give It A Try) - Original
218.093,-7.775,0,Poema do semba
138.63,-15.519,0,Everything I Do from Robin Hood
184.529,-11.326,0,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra)
102.429,-5.683,2002,Train Buffer
94.48,-16.619,1981,Going Under
45.554,-18.83,1997,Skit
167.873,-9.338,0,Shadows
88.008,-8.578,0,Tables Turn
109.96,-9.198,1996,Heal (The Separation) [PM Dawn Alt. Lead Mix]
63.154,-11.875,0,La petite boite en fer
171.918,-7.033,2001,Rock The House (Explicit)
95.995,-17.041,0,Carol of the Bells (Album Version)
146.392,-12.763,0,The Invasion (Aka Black Wa Da Da)
114.303,-16.307,0,Jesus_ Lover Of My Soul (Bonus Stereo Trax)
141.002,-8.874,2003,Motivator
97.169,-12.063,2002,IV
134.132,-13.774,0,East West
138.536,-3.639,2009,Gallows (Album Version)
120.093,-9.421,0,Ay Nare Nare
83.831,-6.937,2002,Breath Of Fresh Air
165.145,-5.534,0,You Know How I Do [Live From Bamboozle]
124.113,-11.333,0,La chanson des genêts
134.941,-7.38,1997,Destiny
116.975,-8.969,0,La Nuit
100.071,-6.212,0,Io Vivo
109.318,-11.809,0,Café Sarajevo
87.669,-12.617,1999,She Left Me A Mule 
85.33,-11.042,0,Fanfara
131.011,-12.664,1982,To Go Home
231.264,-13.57,0,Get 'em
85.209,-7.2,2007,High Horse
205.016,-4.737,0,Calm Down Dad
123.36,-7.179,0,Dragonfly
81.974,-18.479,0,Romanza
95.508,-13.083,0,Tu Vuo_ Fa_ L_ Americano
67.452,-23.596,1997,September Song
165.006,-8.403,1987,Tu Quieres Volver
93.716,-11.088,0,Intro/Whatcha Gonna Do about It
96.982,-15.832,1935,Stop That Thing
125.013,-9.926,0,Duh Duh Da
108.279,-5.924,0,Drumroll (We're All Thirsty)
81.229,-23.129,1998,Intro
85.326,-5.927,0,Bodyfly (Dynamix original version)
95.035,-9.989,0,Brampton To Roadhead
162.101,-9.559,2000,Bigbigkiss
126.999,-16.595,0,Cable
116.625,-7.56,1996,Walking To Jerusalem
160.546,-23.563,1995,Q1.1 Edit
124.906,-7.704,0,Youre nobody till somebody loves you
105.21,-6.278,1998,She Don't Belong To You
106.687,-9.741,0,Here You Come Again (LP Version)
68.479,-17.336,2009,Blowin' In the Wind
181.03,-4.982,0,Let It All Go
139.015,-13.865,1988,Hummingbird
61.349,-21.277,0,Departure / End Title (Love Theme From Night Of Dark Shadows)
74.045,-12.375,0,Brother Can You Spare A Dime (Album Version)
121.978,-4.62,2009,This Is For My Bitches
117.339,-6.521,0,The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check)
120.878,-12.262,0,"Pete's Crusade (12"" Version) (2006 Digital Remaster)"
126.273,-16.922,0,Canon In D Major (J. Pachelbel)
96.591,-8.606,0,Friends Of All Races
192.063,-7.468,2001,"non-existent track (part one: ""why don't you fuckin' remember anything ?"")"
120.028,-5.165,0,Love Shines Through  (Dream Album Version)
149.069,-5.268,2009,Suck My Blood
86.819,-8.667,1997,Jane 5
180.094,-9.31,2009,White Jetta
139.999,-10.414,2005,Need To Shout
150.519,-11.234,2003,Fall Line
159.975,-7.99,2001,Sista
153.667,-11.221,2004,Own Me
0.0,-23.555,2005,Someday (I Will Understand)
161.486,-8.221,0,Me vuelves loco
85.56,-17.661,0,Morghe Eshgh
195.005,-11.71,1986,Don't It (make Your Troubles Seem Small) (Album Version)
94.998,-2.653,0,Das ist mein Viertel
151.676,-8.159,0,The Other Side Of That Hill
160.68,-7.724,0,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]
92.699,-7.495,2003,Elementro
95.278,-20.884,0,Kangaroo Blues
179.609,-19.397,0,Tem Do de Mim (Live At El Matador_ San Francisco)
93.542,-21.716,0,Arise_ My Love (Song Of Solomon)
120.091,-11.242,2004,Salvation
199.004,-2.983,2006,In Fate's Hands (Album Version)
143.864,-6.692,2007,Shame
91.16,-14.249,0,Listen
127.996,-10.289,2005,Till There Was You (John Creamer & Stephane K Remix)
124.471,-12.302,0,Two Guitars Shuffle (take 1)
123.531,-14.257,1991,I Love No One But You
123.352,-13.455,1998,What If I Forget The Champagne
128.636,-15.316,0,A história do incêndio do jequitibá de Carangola (Part 1)
168.752,-3.869,0,Meteor Of War (Album Version)
84.737,-20.075,0,Nobody In Mind
179.888,-5.641,0,Your Love (Got a Hold of Me) instrumental
63.993,-18.638,0,Kaloobafak [I'm Confessin' (That I Love You)] (LP Version)
120.016,-9.226,0,Wo You Jin Ri
89.385,-7.77,1998,All Is One
140.077,-7.715,2006,Run A Mile
80.959,-24.082,0,Cranford: Deborah's Vigil
205.553,-4.564,1998,Dragonfly
154.01,-9.748,1993,4tx.31b
105.641,-24.905,1984,Oh No
129.316,-7.838,1999,32 Lines (Album Version)
90.278,-15.88,0,Levallois Monte Carlo
173.669,-10.18,1982,Question Authority
103.258,-13.75,1996,Loup Garou
110.933,-24.522,0,The Taking Of Angelique
92.76,-13.478,2004,So Many Reasons
118.596,-18.896,2003,Anyone Who Had A Heart
99.977,-6.327,0,Xin Bu Liao Qing
128.684,-10.736,2000,Fortunate Fool
96.708,-5.268,2003,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge)
100.173,-4.559,2005,I'll Be Glad
103.145,-11.936,0,Wings Off Flies (2009 Digital Remaster)
164.963,-3.708,2009,Nothing Matters Anymore
183.709,-11.516,1984,Working On The Highway
110.235,-5.586,2008,The Pig
87.797,-11.098,0,Gaya's Dream
180.06,-7.203,2006,Maracaia
121.993,-6.65,0,Chu Hsin
144.082,-15.879,2002,Sommarens sista mås
104.387,-6.01,0,Ya Basta
140.73,-8.116,0,DEU470956112
95.95,-13.159,0,Wang Wang Blues
100.091,-7.839,0,Radio Jay
163.257,-12.43,1972,There Are More Questions Than Answers
196.004,-8.699,0,Suba
147.991,-7.687,0,Lebaran
97.817,-9.417,0,Siri
101.672,-29.374,0,Trois Noëls québècois (trad): Gabriel
138.045,-9.785,0,Cell (Album)
84.084,-6.574,1994,Love Is All Around
109.997,-9.435,2006,Through the Looking Glass (jazz)
78.785,-19.242,0,General Chariot Corp. (LP Version)
180.06,-5.73,2007,Ormhäxan
52.932,-12.967,1995,She Don't Move Me No More
151.508,-4.763,2001,Wish (Album Version)
121.6,-8.669,0,Markus sång
117.593,-5.255,1995,Alma Mater
78.959,-4.657,1997,Beauty And The Beast
114.378,-12.206,1981,Police Story
161.063,-6.604,0,Knock Knock
117.85,-20.58,0,The Lonesome Boatman
129.761,-13.75,1978,Never Alone
123.984,-10.412,0,Washes Over Me
202.789,-14.873,1973,Junior Crehan's Favourite - Corney Is Coming
127.407,-5.477,2002,Dope Nose
64.101,-12.654,1990,Bob Your Head
115.591,-12.994,0,Love Lifted Me
94.543,-7.535,1992,It Could All Get Blown Away
95.37,-11.398,2005,Make it up
73.716,-16.243,0,Le Roi A Fait Battre Tambour
87.099,-12.611,0,Luo Cuo Che
98.241,-18.529,0,Jag Vet En Dejlig Rosa
133.088,-13.98,0,Hannikaisen baari
88.841,-11.704,1978,Sloppy (I Saw My Baby Gettin')
140.022,-9.983,0,Reminissin'
125.262,-16.265,0,Caseta del Plater
155.254,-14.314,0,Cajun Honey (Cajun Lovin' Style)
97.497,-4.392,2010,Play The Part
110.044,-5.377,2006,Many Are We
170.373,-5.625,0,2 People
122.348,-8.365,0,Fading Lady Light
142.612,-21.999,2001,The Croppy Boy
116.49,-13.448,2003,It's Good To Know Jesus
86.761,-23.005,0,South Bound Water
125.159,-4.62,1993,Tripping Billies
96.224,-7.256,2007,Valerie
105.364,-14.807,0,O For a Thousand Tongues
60.641,-12.044,0,The Very Conscious
84.141,-8.317,2005,November Has Come
137.765,-9.071,2000,Things You Do To Me
138.966,-7.284,0,It Ain't What It Seems
100.073,-4.034,2007,Given Up (Album Version)
121.713,-8.333,1979,Back A Yard
120.693,-7.715,0,1er Gaou
115.692,-8.078,1988,I'mma Break It Down
82.568,-18.161,2002,Ja Nun Hons Pris
140.741,-11.092,0,Je suis le passeur du printemps
180.381,-11.411,0,Chumpman Blues
93.413,-7.597,1964,Bull Dog
161.272,-9.752,0,My M.B. Thang
216.023,-6.399,2008,Como Nuestro Amor No Hay Dos
131.955,-4.258,0,Russian Doll
125.073,-17.419,0,I Can't Believe That You're In Love With Me (Digitally Remastered 95)
96.859,-8.015,1983,Come Live With Me (12'' Extended Version) (2006 Digital Remaster)
117.981,-9.763,1998,Big Legged Woman
143.311,-14.36,0,Forró Praieiro
144.265,-15.912,0,Pick Me Up On Your Way Down - Original
121.834,-13.546,1983,Schauet Her!
104.068,-16.822,1967,Shenandoah
126.693,-5.771,2007,Ich bleib so wie ich bin
70.229,-21.519,0,Beloki
90.006,-8.527,0,Brightess night
134.56,-32.586,0,Dunn's Revenge
97.015,-6.047,0,My Own Way
125.022,-3.321,0,Y.O.U. (Album Version)
161.665,-24.112,0,The Interrogation
141.772,-23.907,1986,It's Four In The Morning
106.317,-16.102,0,Joy to the World
122.072,-13.328,1994,Cuatro Estrofas
150.256,-9.838,2009,Le Chat du Café des Artistes
104.521,-19.468,0,Background Music: The Greatest Ever Punk Sing-Along! (Live)
91.405,-18.208,2004,Song Without End
119.772,-15.808,0,Show Me (Acoustic Version)
200.877,-5.111,2005,6TH Avenue Nightmare
103.863,-6.98,1998,Give It Up Or Let Me Go
95.599,-8.42,0,Climax (Instrumental Mix)
109.614,-12.054,0,BOMB SQUAD
120.01,-3.313,0,Supermassive Black Hole (Album Version)
95.611,-20.139,0,Theme From the Victors
121.988,-9.785,1997,Na Primeira Manhã
215.0,-28.603,2004,O.T. (Skit)
93.044,-6.083,2005,Wildflower
119.961,-10.877,0,Change Your Mind
162.496,-19.308,1927,Wartime Blues
137.476,-11.778,1997,Only You
84.751,-8.588,2000,La Fruta Bomba
71.27,-18.692,0,Dolores
92.499,-7.532,0,World Destruction (2005 Digital Remaster)
100.252,-8.88,1999,Alma De Metal
153.942,-10.558,0,Beautiful Lies
143.497,-14.071,1979,Danny's All-Star Joint (LP Version)
70.875,-12.169,2006,From the Gardner Meditations: African Tarantella
158.715,-17.677,0,Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là
93.657,-9.812,1994,Miesten tähden
80.012,-12.836,2007,Song For Paul
124.734,-7.482,2005,Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version)
93.975,-6.289,1991,Thrill Me
84.951,-14.258,0,Covered (The Beauty Of Simplicity Album Version)
96.732,-6.361,0,Charly (Trip Into Drum And Bass Version) (Remastered)
79.181,-13.797,1965,I'd Rather Have Jesus
149.394,-9.957,1974,Toby
88.301,-12.009,0,Yearning Just For You
111.104,-11.836,0,Canción De Títeres
169.966,-5.66,1995,Don't Know How To Be
133.325,-13.21,2003,Merry-Go-Runaround
98.442,-10.666,0,Sincerely
118.668,-14.629,0,Althea Cooley
180.168,-3.989,2000,I'm Back
152.988,-3.856,0,ONE WAY LOVE
80.031,-8.737,1988,Devil's Daughter
103.776,-7.246,2009,Tabernacle Song
96.264,-9.255,2003,Anfang Vom Ende
99.619,-16.941,0,Forgive Me (High Key-Premiere Performance Plus)
82.487,-16.076,0,I'll Pray For You
159.483,-8.85,1991,El Mar No Cesa (Live)
163.902,-6.567,0,I'm Gonna Take My Time
159.96,-5.651,0,Amaze
135.233,-10.419,0,2 Fists Full Of Nothing
128.685,-9.021,0,"(You're) Timeless To Me (""Hairspray"")"
85.558,-28.406,2004,In My Heart
136.967,-6.615,2004,Collides With Beauty
90.602,-5.266,0,Cien Anos
111.153,-5.128,1997,Dig Up Her Bones
111.122,-4.21,1986,A Little Of You
77.09,-12.211,1968,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word
89.896,-7.063,2003,One Year_ Six Months
69.167,-10.134,0,Song For Stephin Merritt
143.86,-7.773,0,Cai dentro
67.6,-15.096,1996,My Funny Valentine
169.981,-7.066,0,Mis calles de arena
139.944,-21.45,1984,Kathleen's Song / Ray Lynch
200.036,-5.492,2006,Trows Kind
104.123,-4.73,2003,Change Clothes
229.864,-5.958,2008,Ascendant
96.904,-8.613,0,Smith & Wesson
92.608,-4.384,2002,Bring Out Your Dead
84.058,-5.771,1973,Vietnamese Baby
111.239,-5.499,1992,Angry Chair
99.546,-8.765,2000,Nadal De Luintra
121.9,-6.61,0,Que Ves Por Tu Ventana
61.863,-16.161,0,Talking During Sex (LP Version)
178.804,-6.247,2008,The Modern Rome Burning
138.385,-6.336,0,Spawn (Again)
126.012,-5.208,0,Life is Love
65.919,-22.235,0,Prospection
133.857,-4.682,0,Neglected
154.998,-4.741,2006,Chase The Light
71.356,-10.387,0,Intro. & Hello Young Lovers (Live) (2000 Digital Remaster)
142.372,-9.759,1990,Good Texan
192.831,-9.866,0,Dontchaletmecatchya
128.116,-7.1,2009,Soul of Ethiopia
154.072,-14.489,0,Louie Louie
91.775,-7.984,1995,This Ain't A Love Song
140.52,-7.238,0,A.C.A.B. (Bumper Sessions)
130.598,-19.941,0,Tenderly
148.046,-16.469,0,Copacabana
87.712,-3.662,2007,No Good In Goodbye
95.33,-4.692,0,NOT IN LOVE
115.756,-13.04,1967,Are You There (With Another Girl)
186.138,-30.387,2003,The Stranger
97.34,-9.989,1962,Nanã
138.501,-16.218,0,Intro
155.193,-6.077,0,Tappin' Out (LP Version)
207.544,-8.962,1972,I Wanna Be Where You Are
65.771,-13.53,1964,Remember (Walkin' In the Sand)
124.311,-11.185,0,Dirty Ol' Town
97.997,-14.525,0,Night on William Street
110.06,-14.811,0,Epilogue
160.018,-5.663,0,Do Or Die
115.533,-11.462,0,Hey Jamalo ((Def Mix))
111.755,-9.308,1990,Someday
128.666,-15.83,1992,Earrings on the Table
103.948,-7.806,0,Imaginary Gangsters
93.346,-6.838,0,Never After
115.024,-14.194,2004,Pränatalabhärtung
130.023,-6.604,0,Today
144.974,-5.775,1992,Give It
108.919,-10.541,0,Vem_ Vem
91.357,-3.778,2007,Radiation Blues
108.24,-17.611,0,Ai Hen Jian Dan
135.57,-12.183,2009,(We Don't Need This) Fascist Groove Thang (Rapino Club Mix)
120.099,-8.885,2008,Would You Like
86.353,-8.535,2009,Vibrators
111.995,-5.446,2003,Quitxalla
100.618,-10.819,0,Tant Que L'on S'aimera
154.159,-9.452,0,Tamborera No. 6
111.214,-11.769,0,Bad Girl
153.911,-7.613,0,Das große Segel
184.884,-5.015,1983,Help There's A Fire
137.896,-4.003,0,Rock Guitar
88.336,-3.944,1998,On Misty Pathways
141.964,-12.066,0,Take Your Chance
88.096,-5.971,2007,Dumb It Down (Live From Chicago)
182.01,-5.388,0,Oh My People
47.96,-9.095,2005,Altas Horas
135.045,-5.548,2008,Hold Me
127.911,-6.708,0,Chivalry
123.522,-6.548,1998,Proud mary
98.467,-16.972,0,Serenade valse
112.625,-17.053,1995,Nothing In Rambling
104.692,-10.104,0,Pac's Break
86.658,-5.713,2005,Affaire Mokuwa
127.494,-16.308,0,Following You Around (Album Version)
165.278,-5.157,2004,A Fiery Stride (Ltd. Edition Bonus)
76.716,-13.844,2000,My God Will Always Be Enough
106.499,-10.599,2009,Turn It Over (Album Version)
70.196,-16.503,0,Japanese Lullaby
135.189,-12.969,0,Hoop of Flame (IV. Glimpse of a Chance)
122.405,-9.546,0,Son Los Años
115.405,-17.276,0,Denise
94.971,-9.309,1998,Like It Like That
96.058,-6.86,0,The Scenic Route
93.707,-16.472,1950,Please Send Me Someone To Love
113.097,-13.157,0,Dear Ann
131.752,-9.691,2004,New Day Rising
176.591,-9.139,0,Horse Doctor_ Come Quick
60.439,-29.342,0,Visions
119.744,-5.431,1971,Be My Lover
75.11,-13.347,1980,Bianca's Midnight Lullaby
90.582,-28.416,0,Morning Rain Music by Jorge Alfano
131.971,-5.827,1963,Watermelon Man
161.288,-5.055,2000,The Blackest Years (CD only hidden track)
89.996,-11.224,2002,Seed Will Grow
87.581,-16.963,1993,Raining Revolution (Live) (Unplugged)
155.065,-8.762,0,Sept Coeurs
75.738,-8.817,0,El tuli-tuli
103.997,-9.213,1997,Kakou
104.036,-4.129,1999,Hablando A Un Cristal
160.443,-12.38,0,Pray For Me (One Step Closer Album Version)
91.523,-15.001,1997,Don't Let Me Come Home A Stranger (LP Version)
82.016,-17.075,0,I Really Don't Want To Know (1990 Digital Remaster)
111.01,-11.655,0,Man Don't Cry
130.677,-9.531,1994,Into Hiding
160.336,-9.528,0,Throw
165.303,-14.613,1981,Primary
98.752,-8.615,1991,When You Wish Upon A Star
111.12,-14.09,1968,I Stayed Long Enough
185.063,-3.357,0,Accept Crime (Album Version)
144.538,-15.911,1967,I'll Never Find Another You
93.011,-7.383,2003,Asesíname
111.408,-7.028,0,Send a Prayer
91.889,-25.752,2008,The Letters
141.229,-24.22,2002,American Dreams
205.323,-16.862,0,O Menino Desce O Morro
124.759,-16.682,0,"Rinaldo : Act 3 ""Or la tromba in suon festante"" [Rinaldo]"
124.479,-12.235,0,Filumena Fabulosa
159.986,-8.149,0,Independent Girl (feat. Malki Singh)
135.642,-8.924,0,Those Were the Days
119.187,-26.469,2002,Devil In The Wood Pile
173.712,-15.235,0,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey/Movement 7
74.739,-8.873,0,Going Home (Album Version)
155.954,-16.945,0,We Started Together
110.016,-4.286,0,Tu Cicatriz En Mi
99.914,-7.553,2004,Headsprung
43.877,-41.806,0,Binaural Presentation - Kokoro. Pt. 5
148.653,-19.345,2005,Korean Waterhole
168.248,-17.198,0,Together Alone
192.021,-6.311,0,Nadie Como Tu
136.908,-8.403,0,Snakebit
143.431,-11.732,0,She's Left Me Again
104.101,-8.234,1994,Baggage
134.156,-17.728,0,Once Upon A Time
85.515,-6.309,0,Trebraruna
64.011,-25.342,1991,Second Time Around
85.897,-7.677,2003,Change You or Change Me (Amended Version)
134.937,-8.807,0,Abril en Portugal
105.062,-6.114,0,Ni De Ti Wen
75.959,-15.474,0,Who Do You Think You're Fooling
143.317,-9.518,0,Jam Intro
117.882,-7.325,0,Who's Tha Hoe?
94.681,-19.411,0,Nada Mas
229.049,-15.188,0,Awaken - Lark Rise
102.399,-17.253,0,Running Through My Dreams
66.153,-30.854,0,White Sand
203.016,-7.013,0,I Just Don't Know What To Do With Myself
79.266,-25.458,0,Racine dix-neuvième de huit-quarts
99.984,-7.973,0,Te Mentiría
146.053,-9.168,2007,The Future Has Arrived
120.928,-7.703,2009,Sodding About
87.038,-22.377,2000,May The Good Lord Bless And Keep You
93.728,-13.239,1997,Sparkle
109.099,-10.017,1997,Lingan
200.016,-9.114,2006,Common Tear
111.261,-9.217,1972,Close Your Eyes
80.292,-8.183,1988,Paradise
128.808,-15.813,0,Mi Bomba
184.004,-9.277,2009,When I Grow Up
86.992,-13.615,1975,Once I Had A Woman
160.011,-13.781,1967,If You Should Walk Away
125.028,-9.693,0,I Hate to Be the One to Say
99.75,-6.373,2007,Caravane (Live 2006)
143.864,-5.049,0,Take Over
191.383,-23.923,2008,Elbow Macaroni (Skit)
170.017,-3.823,0,Ich vermiss dich (Radio Mix)
133.211,-9.726,0,Torero
133.987,-5.563,0,Baila Baila  Vent Remix
98.001,-11.179,0,Crazy Groove
113.957,-3.282,2007,As The Sleeper Awakes
100.009,-6.452,2009,LEAVE!
101.172,-9.324,0,The Fugitives
71.031,-12.769,2007,You Are Allowed 20 Birthday Parties (Album)
73.052,-6.392,0,Liftoff
103.541,-6.655,0,La java bleue
79.261,-25.349,0,Se un mio desir...Cedi al duo!
161.899,-4.481,0,Missing You
154.354,-4.66,2008,Sounds So Good
190.01,-6.73,0,I Love Being Single (club extended mix)
95.502,-11.867,0,Valentin Alsina
124.104,-8.278,0,Everywhere (Dream Album Version)
128.022,-8.208,2009,High Horse
91.044,-12.452,0,Noche De Ronda
162.019,-3.753,0,Find My Way (Album Version)
101.163,-18.498,0,I Didn't Know
150.788,-5.652,0,Good Old Dancehall Vibes
112.549,-8.99,0,The Sound of C (Acapella)
100.831,-13.906,0,The Barnyards Of Delgaty (Live)
190.116,-3.624,2005,All The Rage (Clean Album Version)
130.017,-5.113,2001,Lost In Space
150.077,-4.706,2008,Who Are You
96.875,-3.851,0,To Leave The Building In Order To See What's Inside
197.143,-3.352,0,In The Void
144.217,-15.135,0,My Lady From South Of Detroit (LP Version)
